"Date","Record Number","Record Type","Project Name","Status","Description","Short Notes",
"01/27/2016","2016-001253PRL","Project Light (PRL)","229 JERSEY ST","Closed","Construct 6' tall wooden fence on top of existing concrete retaining wall. Existing concrete wall max height of 7'.",,
"01/27/2016","2016-001257PRL","Project Light (PRL)","2677 LARKIN ST","Closed","Remodel Unit 402 at the fifth floor; remodel existing bathroom. Add bath ; relocate existing kitchen. Convert existing kitchen into bedroom. Add washer and dryer.",,
"01/27/2016","2016-001258EEC","Categorical Exemption (EEC)","2778 Green Street","Closed - CEQA Clearance Issued","Proposed seismic upgrade to (E) 3-unit dwelling with (N) foundation. Interior remodel & renovations throughout. Re-configure (E) non-conforming stairs. Replace all window fronts w/ in-kind windows. Infill of 3 non-shared light wells, one on West & two on East. Horizontal addition @ 4th floor sitting room.",,
"01/27/2016","2016-001258ENV","Environmental (ENV)","2778 Green Street","Closed - CEQA Clearance Issued","Seismic upgrade and full interior remodel of an existing three-unit dwelling. Add new foundation. Excavate basement to expand habitable area and add pool. Replace windows in kind. Fill in three light wells. Horizontal rear expansion at fourth floor. Add rear deck at ground level.",,
"01/27/2016","2016-001258PRJ","Project Profile (PRJ)","2778 Green Street","Application Accepted","Proposed seismic upgrade to (E) 3-unit dwelling with (N) foundation. Interior remodel & renovations throughout. Re-configure (E) non-conforming stairs. Replace all window fronts w/ in-kind windows. Infill of 3 non-shared light wells, one on West & two on East. Horizontal addition @ 4th floor sitting room.",,
"01/27/2016","2016-001262PRL","Project Light (PRL)","1850 35TH AVE","Closed","1st Floor: Add 1 bath, 1 bedroom and media room.",,
"01/27/2016","2016-001263PRL","Project Light (PRL)","312 MOUNT VERNON AVE","Closed","Add storage and full bath on garage level of existing two-story, single-family dwelling.",,
"01/27/2016","2016-001264ENF","Enforcement (ENF)","2937 Pierce Street","Closed - Abated","Unauthorized STR",,
"01/27/2016","2016-001267PRJ","Project Profile (PRJ)","36 WHITNEY ST","Closed","ADDITION OF A DORMER ATOP THE EXISTING GABLED ROOF AND ADDITION OF A ROOF DECK.",,
"01/27/2016","2016-001269EEC","Categorical Exemption (EEC)","938 Ellsworth Street",,"Proposed full renovation of 22 of the (E) 24 Alemany Housing buildings. Demolition of 2 of the 24 (E) buildings. Construction of (N) 4-unit building & community center.",,
"01/27/2016","2016-001269ENV","Environmental (ENV)","938 Ellsworth Street (Alemany Housing Project Rehabilitation)","Under Review","U.S. Department of Housing and Urban Development (HUD) Rental Assistance Demonstration (RAD) project involving renovation of 22 of the existing 24 Alemany housing project buildings and replacement of two buildings.",,
"01/27/2016","2016-001269PRJ","Project Profile (PRJ)","938 Ellsworth Street","Closed","Proposed full renovation of 22 of the (E) 24 Alemany Housing buildings. Demolition of 2 of the 24 (E) buildings. Construction of (N) 4-unit building & community center.",,
"01/27/2016","2016-001273PRJ","Project Profile (PRJ)","302 GREENWICH ST./1531 MONTGOMERY","Closed","CORRECT UNPERMITTED CHANGES TO BUILDING. REMOVE SOUTHWEST CORNER OF BUILDING, REPLACE CERTAIN DOORS/WINDOWS, REPAIR AND REPAINT. REPAIR/REPLACEMENT OF PARAPET WALL DESTROYED BY FIRE. WORK SUBJECT TO CERTIFICATE OF APPROPRIATENESS MOTION #0213.",,
"01/27/2016","2016-001274PRL","Project Light (PRL)","1508 MCALLISTER ST","Closed","Demo existing nonconforming stair at the rear (required second means of egress) and reconfigure the required means of egress as shown on plans and to meet the building codes minimum requirement.New firewall is against a blank wall - notice is not required per ZA bulletin non 4.NOT “EXACT” REPLACEMENT4/1996: A stairway conforming to Paragraph 136(c)14 is exempt from notification by Section 311(b). The exemption will also apply to a replacement stairway that is required by the Building Code for egress, if it is larger than the stairway it replaces only to the degree required by the Building Code and if the location and coverage are as close as possible to the replaced stairway. The exemption shall not apply if the replacement stairway includes a firewall while the replaced stairway wasn’t enclosed, unless the firewall in its entirety adjoins a blank wall or is no higher than a permittedfence.Variance is not required. Notice is not required. No BBNs or planning code complaints.",,
"01/27/2016","2016-001275PRJ","Project Profile (PRJ)","322-324 CHATTANOOGA ST.","Closed","CONSTRUCTION OF ROOF ACCESS STRUCTURE AND GREEN ROOF DECK. REF 201510018614",,
"01/27/2016","2016-001276PRJ","Project Profile (PRJ)","1912 MISSION ST","Withdrawn","ADD UNITS PER ORD.30-15 COVERT (E) RETAIL SPACE TO TWO NEW DWELLINGS UNITS WITHIN (E) ENVELOPE, NO WORK VISIBLE FROM STREET, NO STRUCTURAL WORK, UNDER#201512104675 SPRINKLER + F.A UNDER SEPARATE APP.",,
"01/27/2016","2016-001277PRJ","Project Profile (PRJ)","607A HAIGHT ST","Closed","CHANGE OF USE TO B-3. SOCIAL SERVICE SECTION 790.50a. (Homeless Youth Alliance)",,
"01/27/2016","2016-001279PRJ","Project Profile (PRJ)","1725 KEARNY ST","Withdrawn","CONSTRUCT ROOF DECK ON EXTG ROOF COMMON AREA.",,
"01/27/2016","2016-001280PRL","Project Light (PRL)","157 28TH AVE","Closed","Revision to Appl #201509036086 to include revised roof pitch to reflect existing condition. Add one new skylight, one new dormer and two window wells at front façade (below grade).",,
"01/27/2016","2016-001281PRL","Project Light (PRL)","3156 24TH ST","Closed","At third floor, convert shared bath to private bath for unit #5; relocate kitchen from unit #5 to unit #6 and add cooking facilities to unit #5. Former kitchen of unit#5 becomes private bath for unit #6. Unit 5 was 187 sq feet now 180 sq feet.",,
"01/27/2016","2016-001282PRL","Project Light (PRL)","1401 05TH AVE","Closed","rooms down family room, mud room and full bath.  add one window on north side and replace 2 sash in existing opennings.",,
"01/27/2016","2016-001514PPA","Preliminary Project Assessment (PPA)","1950 MISSION ST","Closed - Informational","Demolish 11 modular wood framed buildings at 1950 Mission StreetConstruct 2 buildings (a 5 story and 9 story) with 157 units of affordable housing including studio, Junior 1 bedroom, 1 bedroom, 2  bedroom and 3  bedroom apartments.  In addition to housing, the development will include amenity space, artist's alleys, a childcare center, and community based non-profit space.  See attached ""Project Concept Description"" for more detailThe PPA was submitted on 1/27/16 and the 90 day deadline is 4/26/16.",,
"01/27/2016","2016-002012GEN","Generic (GEN)","601 Market and 698 2nd St","Closed - Informational","Record Request",,
"01/27/2016","2016-002015GEN","Generic (GEN)","1615-1633 Grant Ave / 12-26 Meadu Place - 2015-002243VAR","Closed - Informational","Record Request",,
"01/27/2016","2016-002250GEN","Generic (GEN)","1152 Potrero Ave. - 2015-002632VAR/ENV","Closed - Informational","Record Request",,
"01/26/2016","2015-002243DRP","Discretionary Review - Public Initiated (DRP)","1615 - 1633 Grant Ave & 12 - 26 Medau Place","Under Review","Public Discretionary Review on BPA201502279626: REMODEL (E) DWELLING UNITS, REBUILD REAR EXTERIOR STAIRS, REBUILD BATHROOMS, ADD ROOF DECK, REMODEL 1ST FL INTO HABITABLE SPACE TO LOWER (4) APARTMENTS.",,
"01/26/2016","2015-007695VAR","Variance (VAR)","253 PIXLEY ST","Closed - Approved","To permit a variance from the front set back requirement to allow for 2-car parking and additional bedroom and living room.",,
"01/26/2016","2015-016288EEC","Categorical Exemption (EEC)","1591 SHRADER ST","Closed - CEQA Clearance Issued","proposed project is to add a 150sf entry volume by enclosing an existing non compliant entry porch; applicant is also seeking to construct a single-story two-car detached garage at the front of the property.",,
"01/26/2016","2015-016288ENV","Environmental (ENV)","1591 Shrader Street","Closed - CEQA Clearance Issued","Alteration of existing single-family home. Replace front stairs, reconfigure front entry, and add ground floor railing and porch/balcony at second floor above new front entry. Add new single-story detached garage at front of the lot.",,
"01/26/2016","2016-001170PRV","Project Review Meetings (PRV)","84 Levant Street","Closed - Informational","84 Levant Street (2618/051); Project Review meeting to discuss an addition and a remodel to an existing 205 square foot roof  deck to include:  a 392 square foot roof deck and a 205 square foot sun room.",,
"01/26/2016","2016-001171PRL","Project Light (PRL)","1508 MCALLISTER ST","Closed","inkind replacement of rear 8-ft-high retaining wall",,
"01/26/2016","2016-001172PRL","Project Light (PRL)","75 SEQUOIA WAY","Closed","replace 43 windows (2 on front) with aluminum-clad wood windows - same operation/style",,
"01/26/2016","2016-001173PRL","Project Light (PRL)","72 FOREST VIEW DR","Closed","rooms down (full bathroom) - indirect access and no visual connection",,
"01/26/2016","2016-001174PRL","Project Light (PRL)","129 Juanita Way Stucco Replacement","Closed","Replace stucco on west side of house - both floors - match existing color and texture",,
"01/26/2016","2016-001175PRL","Project Light (PRL)","1 California Street - AT&T Temp Installation","Closed","AT&T Temporary installation of a COW (Cell on Wheels) and rooftop panel antennas.  Permit eligible from 01/26/2016 through 02/08/2016.",,
"01/26/2016","2016-001176PRL","Project Light (PRL)","234 WILLARD ST","Closed","replace 4 front doublehung windows visible to the street with aluminum-clad wood windows and 6 non-visible vinyl doublehung windows",,
"01/26/2016","2016-001177PRL","Project Light (PRL)","801 Jones - T-Mobile WTS Microcell Mod","Closed","T-Mobile WTS microcell modification; removal of (2) Omni antennas from façade; installation of (1) rooftop antenna and supplemental equipment.",,
"01/26/2016","2016-001178PRL","Project Light (PRL)","232 Willard","Closed","Replacement 10 windows - front window alumunim wood clad and street marvin clad insert - 7 windows not visible from street",,
"01/26/2016","2016-001179PRL","Project Light (PRL)","925 KIRKHAM ST","Closed","rooms down single family dwelling having indirect access to the street with limited visual connection btw floors - at the ground floor full bath is permitted - no wet bars are allowed in this case.No exterior work to the front - no expansion is permitted the building per this applicationNo BBNS or planning code complaints in this case.",,
"01/26/2016","2016-001180PRL","Project Light (PRL)","1423 OAKDALE AVE","Closed","CONSTRUCT REAR DECK WITH STAIRS AT REAR OF EXISTING BUILDING PER PLANS.  TO ADD ONE BEDROOM, ONE FULL BATHROOM AND LAUNDRY ON EXISTING GROUND FLOOR PER PLANS.  TO ADD ONE FULL BATHROOM AND REMODEL EXISTING KITCHEN AND BATHROOM ON SECOND FLOOR PER PLANS.",,
"01/26/2016","2016-001181PRL","Project Light (PRL)","1242 ALABAMA ST","Closed","Replace front windows 2nd floor 6 windows total with wood frame with insulated glass size is like for like double hung new parting beads and blind stops.",,
"01/26/2016","2016-001182ZAV","Zoning Administrator Verification Letter (ZAV)","2750 Geary Blvd - ZAV Request","Closed - Issued","Request for Zoning Verification Letter",,
"01/26/2016","2016-001183PRV","Project Review Meetings (PRV)","171-173 Clara Street","Closed - Cancelled","171-173 Clara Street (3752/026); Project Review meeting to better understand both front and rear set back requirements especially important given the small lot size.  En environmental specialist would be great if present as well as a planner.",,
"01/26/2016","2016-001184ZAV","Zoning Administrator Verification Letter (ZAV)","40-52 Geary Street (aka 46 Geary) - ZAV Request","Closed - Issued","Request for Zoning Verification Letter",,
"01/26/2016","2016-001185PRV","Project Review Meetings (PRV)","711 Corbett Avenue","Closed - Informational","711 Corbett Avenue (2755/017C); Project Review meeting to discuss a vertical and horizontal addition to the existing 1 unit residence, transforming it into a 3-unit building.  The purpose of the meeting is to review the proposed massing and compliance with the residential design guidelines.  Applicant requests that someone form the residential design team be present at the meeting.",,
"01/26/2016","2016-001186PRL","Project Light (PRL)","412 NEVADA ST","Closed","REMOVE AND REPLACE CRUMBLING PORTIONS OF EXISTING FOUNDATION AND FRONT STEPS IN KIND.  REPLACE ALL EXISTING WINDOWS TO MATCH EXISTING.  SIX WINDOWS ARE FRONT AND VISIBLE FROM THE STREET TO BE REPLACED WITH ALL WOOD WINDOWS.",,
"01/26/2016","2016-001188PRL","Project Light (PRL)","1855 TURK ST","Closed","Mandatory Soft-story retrofit",,
"01/26/2016","2016-001189PRV","Project Review Meetings (PRV)","4317 24th Street","Under Review","4317 24th Street (6504/039); Project Review meeting to discuss the following:  Existing front façade is composed of composite/cement shingles and residual wood details at the cornice.  Some windows have been replaced with metal frame windows.  This project proposes to replace the siding, windows and details with painted wood board siding, windows and details to more closely match hypothetical original details for this house.  There are no known photographs of the original house.",,
"01/26/2016","2016-001190CUA","Conditional Use Authorization (CUA)","4143 24TH ST","On Hold","Conditional Use Authorization request to permit the change of use to re-establish a previous non-residential use at the ground floor.  A two story horizontal and vertical addition at the rear of the building.  Creating two additional two-bedroom dwelling units.  Removal of one parking space to change use from parking to Dental Office at the ground floor.  Creating four (4) bicycle parking spaces.",,
"01/26/2016","2016-001190PRJ","Project Profile (PRJ)","4143 24TH ST","Under Review","Change of use to re-establish a previous non-residential use at the ground floor.  A two story horizontal and vertical addition at the rear of the building.  Creating two additional two-bedroom dwelling units.  Removal of one parking space to change use from parking to Dental Office at the ground floor.  Creating four (4) bicycle parking spaces.",,
"01/26/2016","2016-001193PRJ","Project Profile (PRJ)","267A ANDERSON ST","Closed","Horizontal addition at the rear of the structure to be used as a closet.",,
"01/26/2016","2016-001193VAR","Variance (VAR)","267A ANDERSON ST","Closed - Approved","Variance request to the rear yard requirement to permit the horizontal addition at the rear of the structure to be used as a closet.",,
"01/26/2016","2016-001199PRL","Project Light (PRL)","609 DORADO TER","Closed","Replace 1 windows, in-kind. Bronze aluminum to match existing. No other work.",,
"01/26/2016","2016-001200PRJ","Project Profile (PRJ)","303-305 ROOSEVELT WAY","Under Review","The proposal is to replace rear cantilevered wood decks (nonconforming), stair and landing on four levels with steel/aluminum post-supported structure.  Construct new roof over deck with 42"" parapet wall and additional deck portion on first level. A rear yard variance is required to remove/replace existing non-conforming deck with post-supported structure.",,
"01/26/2016","2016-001200VAR","Variance (VAR)","303-305 ROOSEVELT WAY","Pending Review","Variance request to the rear yard requirement to permit the addition of support posts beneath the existing rear decks.",,
"01/26/2016","2016-001204PRL","Project Light (PRL)","846 FAXON AVE","Closed","Replace 1 street facing window with a casement aluminum wood clad window. No other work.",,
"01/26/2016","2016-001206PRJ","Project Profile (PRJ)","538 24TH AVE","Closed","UNIT LEGALIZATION ORDINANCE# 43-14. LEGALIZE 1ST FLOOR DWELLING UNIT. INTERIOR RENOVATION UNDER SEPARATE PERMIT",,
"01/26/2016","2016-001208PRJ","Project Profile (PRJ)","136 DUNCAN ST","Closed","UNIT LEGALIZATION ORDINANCE# 43-14. LEGALIZE 1ST FLOOR DWELLING UNIT. INTERIOR RENOVATION UNDER SEPARATE PERMIT.",,
"01/26/2016","2016-001210PRJ","Project Profile (PRJ)","4041 JUDAH ST","Closed","CHANGE OF USE FROM WASH & FOLD TO FULL SERVICE RESTAURANT. INSTALL INTERIOR PARTITION FOR KITCHEN, CEILING, KITCHEN EQUIPMENT, KITCHEN HOOD, FIRE SUPPRESSION SYSTEM. MEP UNDER SEPARATE PERMIT.",,
"01/26/2016","2016-001212PRL","Project Light (PRL)","387 Bay","Closed","Change of use from night club/lounge to fashion studio and sex club",,
"01/26/2016","2016-001214PRJ","Project Profile (PRJ)","1192 NAPLES ST","Closed","UNIT LEGALIZATION ORDINANCE# 43-14. LEGALIZE 1ST FLOOR DWELLING UNIT.",,
"01/26/2016","2016-001215PRL","Project Light (PRL)","77 IDORA AVE","Closed","replace 6 side windows within existing openings with aluminum-clad sash.",,
"01/26/2016","2016-001216PRL","Project Light (PRL)","350 PARNASSUS AVE","Closed","TENANT IMPROVEMENTS FOR STARBUCK COFFEE SHOP.  EXTERIOR WORK TO INCLUDE INSTALLATION OF EXTERIOR CHAIRS AND TABLES AND ACCESSIBLE RAMP.  INTERIOR IMPROVEMENT INCLUDE REMOVE AND RELOCATE FIXTURES, EQUIPMENT, CASEWORK, LIGHTING AND OTHER TI IMPROVEMENTS.",,
"01/26/2016","2016-001217ENF","Enforcement (ENF)","Superbowl ad 1 Market st","Closed - Abated","General ad sign for Visa with Super Bowl signage",,
"01/26/2016","2016-001218ENF","Enforcement (ENF)","1364 Utah Street","Closed - Abated","Unauthorized STR at 1364 Utah Street",,
"01/26/2016","2016-001219PRL","Project Light (PRL)","717 California Street","Closed","Installation of new approx. 20 sq. ft. ""Pantheon"" business wall sign, with holes to be drilled into mortar to minimize damage to historic masonry building; no other exterior work",,
"01/25/2016","2015-005962DRP","Discretionary Review - Public Initiated (DRP)","2430 Castro St","Closed - DR taken-Approved","Discretionary Review application filed on BPA 2015.03.19.1345:  REMODEL (E) 2 FLOORS. CHANGING ATTIC SPACE TO 3RD FLOOR WITH A BATHROOM.",,
"01/25/2016","2015-007917ETR","Transportation Study (ETR)","2675 Geary Boulevard","Accepted","Proposed tenant improvement and a small horizontal expansion to (E) commercial pad building. (N) construction of a two-story retail building in an (E) parking lot. The tenant improvement and small horizontal expansion takes place at the “Crow’s Nest” portion of the property. The project would involve tenant improvement of this existing three-story space, and a slight 1,920 sf addition at the second floor. The two-story retail building would add 15,200 square feet of retail space to the City Center, replacing 57 parking spaces in lot F.The PPA was submitted on 11/04/15 and the 90 day deadline is 02/02/16.",,
"01/25/2016","2015-009647ETR","Transportation Study (ETR)","DPW Third Street Bridge Corrosion Repair Project","Closed - Withdrawn","Rehabilitation to maintain continued use of the bridge, including corrosion mitigation and recoating, concrete counterweight and curb repairs. Some in-kind replacement and repair of damaged steel members and possibly some deck replacement and accessibility upgrades.",,
"01/25/2016","2015-009840DRP","Discretionary Review - Public Initiated (DRP)","212 27th Street","Closed - Withdrawn","Discretionary Review Application on BPA 2015.07.24.2391:  EXTEND LOWER BASEMENT LEVEL TO ADD WORKOUT RM, LAUNDRY RM, GUEST BEDROM & BATH. EXTEND 1ST FL TO REAR TO ADD LARGER KITCHEN, FAMILY ROM & 1/2 BATH. EXTEND 2ND FL @ REAR TO ADD 1 BEDROOM & BATH. ADD NEW 3RD FLOOR WITH OFFICE & BATH PLUS OUTSIDE DECK.",,
"01/25/2016","2015-018404COA","Certificate of Appropriateness (COA)","3731 20TH ST","Closed - Approved","REPLACEMENT OF EXISTING DOOR @ DINING ROOM, RELOCATION OF EXISTING DOOR AT KITCHEN AS WELL AS REPLACEMENT & RELOCATION OF WINDOW @ KITCHEN.",,
"01/25/2016","2016-001111PRL","Project Light (PRL)","67 PRAGUE ST","Closed","replace 5 front windows with wood aluminum clad - entry slider door - fixed -casement- fixed and 5 back windows vinyl frames- same size and location. U factor max .32NO BBNS or planning code complaints.",,
"01/25/2016","2016-001112PRL","Project Light (PRL)","1463 12TH AVE","Closed","replace 9 windows (front) at the front - none are original Vinyl to wood aluminum clad windows double hung same size and location - max u factor .32NO BBNS or planning code complaints.",,
"01/25/2016","2016-001113PRL","Project Light (PRL)","585 MARKET ST","Closed","1 new projecting sign for ""Mesophere"" 4.5 sq. ft. in size meeting the provisions of PC section 608.8.",,
"01/25/2016","2016-001114PRL","Project Light (PRL)","4567 19TH ST","Closed","replace 3 windows at the front with marvin wood casement and fixed and 5 windows and 1 sliding door vinyl frames not visible. same size and location - u factor max .32No BBNS or planning code complaints.",,
"01/25/2016","2016-001115PRL","Project Light (PRL)","333 JEFFERSON ST","Closed","1 new wall sign for ""marbles the brain store"" 56 sq. ft. in size meeting the provisions of PC section 607 (g) (1).",,
"01/25/2016","2016-001117ENF","Enforcement (ENF)","4348 23rd Street","Closed - No Violation","1) new building occurring in rear above existing height of what was formally a rear deck, no Neighborhood notification occurred.2) new dormers being built that directly face neighboring properties and which are outside the existing structure of the roofline.3) roofline raised over existing height of roof",,
"01/25/2016","2016-001119PRL","Project Light (PRL)","2343 30th ave","Closed","Add two bedrooms and 2 baths at first floor. Remodel 2nd floor bathroom and kitchen. No unit change. Complies with rooms down.",,
"01/25/2016","2016-001120PRL","Project Light (PRL)","2940 21st Ave","Closed","Remove exterior stucco at front elevation; replace waterproof barrier and stucco in-kind. No change to windows, exterior wood trim, or stone detail.",,
"01/25/2016","2016-001121PRL","Project Light (PRL)","561 baker st","Closed","alterations to correct nov 200563868; #5 repair window sash frame, #6 remove bathroom windows previously installed w/o permit. #7 repair maintain fire escape drop ladder in working condition. #9 repair garbage chute, #17 install lightwell ventilation, #26 obtain electrical/plumbing permits for gas fireplaces.",,
"01/25/2016","2016-001122MIS","Misc. Permits-REF (MIS)","2140 Clement Street - K Element BBQ","Closed - Approved","K Elements BBQ - ABC License Type 41 permitted in conjunction with a full service restaurant use in Outer Clement St - NCD.",,
"01/25/2016","2016-001123MIS","Misc. Permits-REF (MIS)","1011 Green Street","Closed - Approved","ABC Referral - Type 85: Recommend Approval - Type 85 License, a Limited Off-Sale wine license, is permitted as an accessory use within a residential dwelling unit in the RH-2 District, per PC Sec. 204.1, and subject to accessory use limits. No direct retail permitted.",,
"01/25/2016","2016-001124ENV","Environmental (ENV)","SFPUC - Geotech Investigation for College Hill Reservoir Outlet Upgrades","Closed - CEQA Clearance Issued","The proposed project involves a geotechnical investigation consisting of two 6-inch diameter borings to a depth of 50 feet, at the north end of the parcel, in support of proposed upgrades to the College Hill Reservoir Outlet Project.",,
"01/25/2016","2016-001124ETM","Environmental Time and Materials (ETM)","SFPUC - Geotech Investigation for College Hil Reservoir Outlet Upgrades","Closed - CEQA Clearance Issued","The proposed project involves a geotechnical investigation consisting of two 6-inch diameter borings to a depth of 50 feet, at the north end of the parcel, in support of proposed upgrades to the College Hill Reservoir Outlet Project.",,
"01/25/2016","2016-001125MIS","Misc. Permits-REF (MIS)","2101 21st Avenue - Lincoln Market","Closed - Approved","ABC Referral - Type 21Recommend approval.  Retail grocery store use is permitted as a continuation of an existing non-conforming use within an RH-1 District.  No expansion is permitted per Section 181 of the Zoning Code.",,
"01/25/2016","2016-001127MIS","Misc. Permits-REF (MIS)","4787 Mission Street -","Closed - Approved","ABC Referral - Type 41Approved.  This permit runs with an existing full service restaurant currently operating onsite.  License #252794 was issued before at this location.  This appears to be a renewal of that existing ABC license and runs with a Health Permit Application.",,
"01/25/2016","2016-001129PRL","Project Light (PRL)","1921 MORAGA ST","Closed","9 ft-high rear deck within buildable area' 9 ft-high infill under a legal room at rear corner of building; rooms down (full bathroom and laundry sink)",,
"01/25/2016","2016-001131PRL","Project Light (PRL)","3337 BRODERICK ST","Closed","revision to previously approved permit via 311 notice - change out existing railing material at the roof deck.  Glass shall meet the bird friendly standards section 139 - glass panels shall be one inch apart with metal divides.No other changes are proposed.No BBNS or planning code complaints.",,
"01/25/2016","2016-001132PRL","Project Light (PRL)","3409 PACIFIC AVE","Closed","NEW STRUCTURAL WORK TO GARAGE AREA, STEEL, CONCRETE, ETC.  ADD BATHROOM, REINCORPORATE OLD STAIRCASE.  MOVE LAUNDRY FROM UPSTAIRS.  RENOVATE.",,
"01/25/2016","2016-001133PRL","Project Light (PRL)","260 CLARA ST","Closed","demo stucco above window to bottom - approximately 12 X 20 Retlash window and stucco to match existing.No BBNS or planning code complaints in this case.",,
"01/25/2016","2016-001134PRL","Project Light (PRL)","329 KEARNY ST","Closed","Interior remodel of an existing restaurant use permitted per PC section 210.2 on ground floor. No exterior work permitted. No other work.",,
"01/25/2016","2016-001139PRL","Project Light (PRL)","70 COTTER ST","Closed","ADD TWO BEDROOM, MEDIA ROOM AND ONE FULL BATHROOM AT FIRST FLOOR.  REBUILT EXISTING DECK AT REAR OF SECOND FLOOR.",,
"01/25/2016","2016-001140PRJ","Project Profile (PRJ)","4363 24TH ST","Closed","HORIZONTAL ADDITION TO 1/FL.INCLPARTIAL CONVERSION (E)NON-CONDITIONED BASEMENT/GARAGE.ADD INTO REAR YARD NEW FAMILY ROOM,OFFICE&BATHROOM ON 1/FL.RENOVATE AND ENLARGE (E)KITCHEN ON 2/FL & RELOCATE (E) POWDER ROOM.",,
"01/25/2016","2016-001142CND","Condo-REF (CND)","1050 VALENCIA ST","Closed - Approved","12 Residential and 1 Commercial Units - New Construction Condominium.This is an E-condo copy.",,
"01/25/2016","2016-001143PRJ","Project Profile (PRJ)","301 SUTTER ST","Under Review","ERECT (2) NON-ELECTRIC DOUBLE FACED PROJECTING SIGNS. INSTALL NON-ELECTRIC VINYL WINDOW GRAPHIC AT TRANSOM OVER ENTRY. PAINT BUILDING.",,
"01/25/2016","2016-001145PRL","Project Light (PRL)","738 11TH AVE","Closed","Infill on ground floor under existing second-story rear addition; replacement of front windows with new wood-sash, single-hung windows; rear façade alterations; and one full bath on ground floor.",,
"01/25/2016","2016-001147PRJ","Project Profile (PRJ)","450 HAYES ST","Closed","CHANGE OF USE: TENANT IMPROVEMENT OF G/F SPACE PREVIOUSLY APPROVED AS RETAIL TO A NEW RESTAURANT. ** MAHER: N/A **",,
"01/25/2016","2016-001148PRL","Project Light (PRL)","1259 18TH AVE","Closed","Window replacement: Fiberglass-clad wood double-hung windows on front façade; vinyl windows on side and rear facades (not visible from public r.o.w.)",,
"01/25/2016","2016-001149PRL","Project Light (PRL)","571 MYRA WAY","Closed","ADD FOUR NEW SKYLIGHTS ON THIRD FLOOR PER PLAN.  ADD ONE NEW BATHROOM, ONE NEW CLOSET AND ONE NEW ENTERTAINMENT ROOM ON FIRST FLOOR PER PLANS.  RELOCATE EXISTING WATER HEATER AND FURNACE AT GARAGE ON FIRST FLOOR.  ADD TWO NEW BATHROOMS AND ONE NEW CLOSET ON THIRD FLOOR PER PLANS.",,
"01/25/2016","2016-001150MIS","Misc. Permits-REF (MIS)","1048 Union Street - Verizon Wireless","Pending Review","Extenet Systems for Verizon Personal Wireless Facility on SFPUC owned light pole within public right of way.",,
"01/25/2016","2016-001151PRJ","Project Profile (PRJ)","3249 17TH ST","Closed","NEW ROOF DECK WITH ALUMINUM AND GLASS RAILING; REVISION TO PERMIT 201003248891.",,
"01/25/2016","2016-001152PRL","Project Light (PRL)","459 CLIPPER ST","Closed","the project is two retaining walls to maintain existing grade at the front of the property. The project will add a ornamental railing no taller than 4 feet  above the retaining wall within the front setback. Please note a railing of 4 feet is allowed on a case by case basis. BBN for work at the front as been reviewed and approved by the BBN holder via email.No Planning Code Complaints.",,
"01/25/2016","2016-001154MIS","Misc. Permits-REF (MIS)","1200 Greenwich Street - Verizon Wireless","Pending Review","Extenet Systems for Verizon Personal Wireless Facility on SFPUC owned light pole within public right of way.",,
"01/25/2016","2016-001155PRL","Project Light (PRL)","1539 LARKIN ST","Closed","Window replacement on front façade; New windows will be marvin, double-hung, aluminum-clad wood windows.",,
"01/25/2016","2016-001156PRL","Project Light (PRL)","2710 CALIFORNIA ST","Closed","rebuild front stairs from brick to wood.",,
"01/25/2016","2016-001157MIS","Misc. Permits-REF (MIS)","432 Chestnut Street - Verizon Wireless","Pending Review","Extenet Systems for Verizon Personal Wireless Facility on SFPUC owned light pole within public right of way.",,
"01/25/2016","2016-001159PRL","Project Light (PRL)","89 BELGRAVE AVE","Closed","stairs at grade and retaining wall at rear.  Ref. Env 2014.0163E",,
"01/25/2016","2016-001160MIS","Misc. Permits-REF (MIS)","1 Dr. Carlton B. Goodlett Place - Verizon Wireless","Pending Review","Extenet Systems for Verizon Personal Wireless Facility on SFPUC owned light pole within public right of way.",,
"01/25/2016","2016-001161PRL","Project Light (PRL)","535 PENNSYLVANIA AVE","Closed","REMOVE EXISTING 303 SQFT. REAR DECK.  REMOVE 255 SQFT. REAR ADDITION.  REMODEL TWO EXISTING BATHS, BUILD NEW CLOSETS, REMODEL KITCHEN, BUILD NEW STAIRS TO LOWER LEVEL FORMER STORAGE, RENOVATE EXISTING LOWER LEVEL TO INCLUDE NEW BEDROOM, NEW BATHROOM, NEW LAUNDRY ROOM, NEW WINDOWS, FOORS, NEW GARAGE DOOR AND BRICK AT GARAGE DOOR, NEW PAINT AT EXTERIOR.",,
"01/25/2016","2016-001162PRL","Project Light (PRL)","670 CHENERY ST","Closed","repair front balcony and reinstall. patch stucco.",,
"01/25/2016","2016-001164PRL","Project Light (PRL)","77 Beale Street - T-Mobile WTS Microcell Modification","Closed","T-Mobile WTS micro facility modification: relocating/replacing (1) antenna on penthouse; (1) faux vent pipe to conceal antenna; (2) new RRUs, and supplemental equipment.",,
"01/25/2016","2016-001166MIS","Misc. Permits-REF (MIS)","500 Battery Street - Verizon Wireless","Pending Review","Extenet Systems for Verizon Personal Wireless Facility on SFPUC owned light pole within public right of way.",,
