"Date","Record Number","Record Type","Project Name","Status","Description","Short Notes",
"02/09/2017","2017-001683ENF","Enforcement (ENF)","6227 3rd Street - removal of illegal dwelling unit","Under Review","6227 3rd Street - removal of illegal dwelling unit",,
"02/09/2017","2017-001684PRL","Project Light (PRL)","635 CASTRO ST","Closed","inkind replacement of 6 wood DGH w/ ogee lugs on upper floor front",,
"02/09/2017","2017-001686PRL","Project Light (PRL)","890 35TH AVE","Closed","Replace wood casements sashes in kind (wood) at the front of the building Downstairs 1 fixed casement 4 operable casements. Upstairs 1 fixed casement 1 pair casements 2 operable casements Comply item NOV item # 3 No BBNs or planning code complaints.",,
"02/09/2017","2017-001687MIS","Misc. Permits-REF (MIS)","777 Broadway - ExteNet Systems for AT&T Mobility","Approved","ExteNet Systems for AT&T Mobility ROW WTS Facility: Installation and operation of wireless equipment and antennas for AT&T Mobility on Existing SFPUC Steel Light Pole.",,
"02/09/2017","2017-001688PRL","Project Light (PRL)","883 WALLER ST","Closed","Replace existing 6 windows with wood double hung with OG Lugs 1 facing the street. All others at the rear of the house.No BBNs or planning code complaints.",,
"02/09/2017","2017-001689PRL","Project Light (PRL)","473 11TH AVE","Closed","TO INFILL UNDER EXISTING PROJECTION AT GROUND FLOOR < 10' ABOVE GRADE AND CONSTRUCT TWO BEDROOMS, TWO FULL BATHROOMS, ONE FAMILY ROOM, ONE MUDROOM AT GROUND FLOOR.  REMODEL KITCHEN AND ADD FULL BATHROOM AT SECOND FLOOR'S INTERIOR.",,
"02/09/2017","2017-001691MIS","Misc. Permits-REF (MIS)","701 Grant Avenue - ExteNet Systems for AT&T Mobility","Approved","ExteNet Systems for AT&T Mobility ROW WTS Facility: Installation and operation of wireless equipment and antennas for AT&T Mobility on Existing SFPUC Steel Light Pole.",,
"02/09/2017","2017-001692PRL","Project Light (PRL)","1535 12TH AVE","Closed","Approved - Revision to previously approved permit that triggered section 311 – the addition of a new roof deck and stairs as shown on plans – please note that in this case the permit does not trigger public notice in that the roof deck is located wholly within the buildable area and the stairs are cut into the previously approved massing. No privacy screen allowed that is taller than 42 inches in this case.No BBNs or planning code complaints.",,
"02/09/2017","2017-001693MIS","Misc. Permits-REF (MIS)","762 Pine Street - ExteNet Systems for AT&T Mobility","Approved","ExteNet Systems for AT&T Mobility ROW WTS Facility: Installation and operation of wireless equipment and antennas for AT&T Mobility on Existing SFPUC Steel Light Pole.",,
"02/09/2017","2017-001695PRL","Project Light (PRL)","349 BACON ST","Closed","Minor interior alterations. Rooms down - Convert portion of garage to add bedroom, bathroom. Replace one street facing window in-kind (wood for wood, no change in size). Remove two rear windows and one door at rear and insert new sliding doors and one smaller window. Similar materials.",,
"02/09/2017","2017-001696ZAV","Zoning Administrator Verification Letter (ZAV)","101 Taylor Street - ZAV Request","Closed - Cancelled","Request for Zoning Verification Letter",,
"02/09/2017","2017-001697PRL","Project Light (PRL)","250 VALENCIA ST","Closed","Installation of railing on top of existing roof along the east elevation of the existing building. Will be located behind the parapet.",,
"02/09/2017","2017-001701PRL","Project Light (PRL)","2260 19TH AVE","Closed","TO CONSTRUCT INFILL UNDER EXISTING PROJECTION AT GROUND FLOOR, LESS THAN 10' IN HEIGHT FROM GRADE.  CONSTRUCT A BEDROOM AT GROUND FLOOR'S INFILL.",,
"02/09/2017","2017-001702PRL","Project Light (PRL)","249 09TH ST","Closed","initial TI for a new restaurant - previously approved per application no. 2013.0312.2049 (new construction). please note the approval of this permit does not trigger public notice the permit referenced above covered all public notice for the new restaurant.meets all applicable code section in this case including transparency and use size.The use is not identified as a formula retail use in this case. Affidavit signed by applicant as part of this initial TI application.All applicable impact fees were address under the 2013 permit application in this case.No BBNs or planning code complaints.",,
"02/09/2017","2017-001703PRL","Project Light (PRL)","20 BYXBEE ST","Closed","TO CONSTRUCT ONE BEDROOM, TWO FULL BATHROOMS, ONE MEDIA ROOM, ONE FAMILY ROOM, ONE LAUNDRY ROOM AND ONE STORAGE ROOM AT GROUND FLOOR.  ALSO TO CONSTRUCT STAIR AND LANDING AT REAR FACADE AT FIRST FLOOR, APPROX. 6' ABOVE GRADE WITHIN BUILDABLE AREA.",,
"02/09/2017","2017-001704PRL","Project Light (PRL)","63 PARAMOUNT TER","Closed","remove and replace 13 windows; only one street facing - to be replaced with wood clad - no change in size of opening.",,
"02/09/2017","2017-001705PRL","Project Light (PRL)","2463 31st Avenue","Closed","Fill in light well that faces an existing window located on 2467 31st Avenue. The infill would occur on the first story, no higher that 10 feet above grade of the adjacent property, and the property owner of the adjacent property has signed a reduced set of plans on 2/7/2017 confirming their approval of the lightwell infill. They have also written and signed a letter stating their approval of the lightwell infill. The plans and letters are attached to this record.  Interior work on second level.",,
"02/09/2017","2017-001706PRJ","Project Profile (PRJ)","640 Sutter Street - AT&T Mobility ROW WTS Facility","Application Accepted","ExteNet Systems for AT&T Mobility ROW WTS Facility: Installation and operation of wireless equipment and antennas for AT&T Mobility on Existing SFMTA Steel Light Pole.",,
"02/09/2017","2017-001707PRJ","Project Profile (PRJ)","460 McAllister Street - AT&T Mobility ROW WTS Facility","Application Accepted","ExteNet Systems for AT&T Mobility ROW WTS Facility: Installation and operation of wireless equipment and antennas for AT&T Mobility on Existing SFMTA Steel Light Pole.",,
"02/09/2017","2017-001711ENF","Enforcement (ENF)","25 Cadell Full TIme STR","Under Review","https://www.airbnb.com/rooms/15733592",,
"02/09/2017","2017-001712PRL","Project Light (PRL)","228 TOWNSEND ST","Closed","Renovation of an existing restaurant space. Replace non-historic bar, install built-in seating, replacement of fixtures and finishes and accessory upgrades. No exterior work.",,
"02/09/2017","2017-001713PRL","Project Light (PRL)","360 SPEAR ST","Closed","CORE DRILL FORM 5TH FLOOR TO PENTHOUSE/INSTALL 4""EMT/INSTALL J-BOX AT 4 NEW LOCATIONS; PROVIDE 2 HOUR FIRE SEALANT AT ALL PENETRATIONS; INSTALL 4 GPS ANTENNAS ON PENTHOUSE VIA UNISTRUT/INSTALL 4 NEW 1/2"" COAX IN TRAY/CONDUIT FROM CONDUIT FROM C-RAN TO NEW GPS LOCATIONS",,
"02/09/2017","2017-001715PRJ","Project Profile (PRJ)","2433 SANTIAGO ST","Withdrawn","CHANGE (E) CIRCULAR STAIR TO CONNECTIONAL STAIR FROM 2ND FLOOR TO GROUND FLOOR PER PLAN.",,
"02/09/2017","2017-001717PRL","Project Light (PRL)","83 BRUCE AVE","Closed","TO CONSTRUCT CONNECTING STAIRS, ONE SOCIAL ROOM AND ONE FULL BATHROOM AT GROUND FLOOR OF SINGLE FAMILY DWELLING.",,
"02/09/2017","2017-001718PRL","Project Light (PRL)","412 Jackson Street","Closed","Interior tenant improvements. Partial demolition of interior walls, construction of new interior walls, not to block interior lobby space fronting window. New accessible toilet, lighting, receptacles, and ventilation.",,
"02/09/2017","2017-001719ENF","Enforcement (ENF)","185 Clara Street","Under Review","unpermitted office use",,
"02/09/2017","2017-001720ENF","Enforcement (ENF)","251 Post Street","Closed - No Violation","unpermitted office use",,
"02/09/2017","2017-001721PRL","Project Light (PRL)","2411 OCTAVIA ST","Closed","Replacement in-kind of front concrete stairs; Replace non-historic railing at top stair run & landing with a new wood railing in keeping with the character of the building.",,
"02/09/2017","2017-001722PRL","Project Light (PRL)","1346 39TH AVE","Closed","direct access from street and limited spatial and visual access to floor above. 1 full bath and two bedrooms at ground floor.",,
"02/09/2017","2017-001723PRL","Project Light (PRL)","88 NORWICH ST","Closed","Demo (E) back stair; (N) deck at rear yard less than 36"" above grade. Relocate (E) kitchen. Replace rear wall of foundation only. No expansion.",,
"02/09/2017","2017-001724ENF","Enforcement (ENF)","1124 Balboa Street","Open","New complaint (February 2017) regarding potential illegal short-term rentals and potential noise/party/traffic concerns. Under review at this time. Current Airbnb listing as of February 9, 2017 appears to indicate a switch to minimum 30 day stays per reservation (this complies with City rules - Chapter 41A Administrative Code). In other words, there may no longer be violations of the City's short-term rental rules.",,
"02/09/2017","2017-001787PRJ","Project Profile (PRJ)","841 CHESTNUT ST","Under Review","REV TO 201402057897 FOR DOCUMENT OF THE REPLACMENT OF EXTERIOR TRIM, FENESTRATOIN&OTHER EXTERIOR HISTORIC MATERIAL RESULTING FROM EXTENSIVE DAMAGE. 201606159992-HISTORIC REVIEW.AS DEMO PER SEC317 OF PLANNING CODE. THIS PERMIT IS INTENDED TO CLEAR ISSUES RELATED TO PERMIT SUSPENSIONS",,
"02/09/2017","2017-001796PRJ","Project Profile (PRJ)","2846 22ND ST","Closed","CHANGE OF USE, INSTALL HAIR SALON IN VACANT STORE. RESTROOM FOR ADA COMPLIANCE. Interior T.I., replace front door for ADA compliance within existing storefront and new guard rail to be attached at grade and not building; no other exterior work.",,
"02/09/2017","2017-001797PRJ","Project Profile (PRJ)","492 GROVE ST","Application Accepted","(RESIDENTIAL) SOFT STORY RETROFIT TO FOLLOW IEBC 2012 APPENDIX 4 AT GROUND FLOOR + BASEMENT.",,
"02/09/2017","2017-001798PRJ","Project Profile (PRJ)","652 KEARNY ST","Closed","TENANT IMPROVEMENTS TO (E) BLDG, (2) STORIES PLUS BUILDOUT OF BASEMENT LEVEL FOR OCCUPANCY. INLCUDES DESIGN/BUILD MECHANICAL, ELECTRICAL, PLUMBING & FIRE. ALSO ADDITION OF AUTOMATIC SPRINKLER THROUGHOUT. CHANGE OF USE TO OTHER INSITITION (P.C. SECTION 890.50).",,
"02/09/2017","2017-001801PRJ","Project Profile (PRJ)","918 ALABAMA ST","Under Review","INTERIOR & EXTERIOR RENOVATION OF (E) 3-STORY HOUSE. RAISE & FLATTEN ROOF. (N) BEDROOMS & BATHROOMS @ 3RD STORY",,
"02/09/2017","2017-001805PRJ","Project Profile (PRJ)","1547 CLAY ST","Under Review","ADDITION OF 3 DWELLING UNITS PER ORDINANCE NO# 162-16. (2) ONE BEDROOM, ONE BATH UNIT AND (1) STUDIO UNIT WITH BATH. ** MAHER: N/A **",,
"02/09/2017","2017-002583GEN","Generic (GEN)","1 Sansome - ee78.334","Closed - Informational","Record Request",,
"02/08/2017","2015-009279CUA-02","Conditional Use Authorization (CUA)","1433 BUSH ST","Approved","Modification to previously approved Conditional Use Authorization 2015-0009279CUA.  Amended project proposes to demolish an existing one-story commercial building containing an automotive rental use and new construction of a 82-foot tall, 8-story mixed-use building containing 40 dwelling units above 1830 square feet of ground floor commercial retail uses and 16 stacked residential parking spaces.  The project includes 2,000 sf of common open space in the form of a roof deck.",,
"02/08/2017","2015-009279VAR-02","Variance (VAR)","1433 Bush Street","Closed - Approved","Modification to previously approved Conditional Use Authorization 2015-0009279CUA.  Amended project proposes to demolish an existing one-story commercial building containing an automotive rental use and new construction of an eight-story, 89-foot tall building with 40 dwelling units (12 studio units, 12 one-bedroom units, 2 two-bedroom units and 14 three-bedroom units) above two ground floor retail spaces.  Sixteen (16) stacked at-grade vehicular parking spaces would be located between the two retail spaces and would be accessed via an existing curb cut on Fern Street.  Two other existing curb cuts (one on Bush Street and one on Fern Street) would be removed.  Forty (40) Class 1 bicycle parking spaces would be provided in a secure, weather protected area on the ground floor level.  Four (4) Class 2 bicycle parking spaces would be provided outside along the Bush Street and Fern Street sidewalks.  Two ground floor commercial spaces totaling approximately 1,687 square feet would be provided – one on each street frontage.  Usable open space for the dwelling units would be provided by means of a 2,001 square-foot shared rooftop deck.",,
"02/08/2017","2016-010367COA","Certificate of Appropriateness (COA)","651 SCOTT ST","Pending Review","Certificate of Appropriateness : Construct (3) new units, 1 studio unit in the front, 2 one-bedroom units in the rear on the first floor of an existing 12-unit building. Total of (15) units.",,
"02/08/2017","2017-001633PRV","Project Review Meetings (PRV)","581 Waller Street","Closed - Informational","581 Waller Street (0865/022); Project Review meeting to discuss the following alterations to a single-family home:  replace the brick foundation, address roof leaks and re-do the finishes in the interior, full rehabilitation of the facade, including new windows, a new front door and new stairs.  Also, applicant would like to square off the rear by adding a single-story 261 sf addition, to add dormers to the fourth floor attic and to replace the existing wood deck with a slightly larger but similar one.",,
"02/08/2017","2017-001634PRV","Project Review Meetings (PRV)","901 Van Ness Avenue","Closed - Informational","901 Van Ness Avenue (0719/002); Project Review meeting to discuss improvements to an existing auto dealership including, but not limited to, interior finish restoration, exterior finish restoration and signage.",,
"02/08/2017","2017-001635PRV","Project Review Meetings (PRV)","349 8th Street","Closed - Informational","349 8th Street (3755/054, 065, 066); Interdepartmental Project Review meeting to discuss a new construction of a 5-story building of mixed residential and retail use.  Multi-family dwellings are adaptable served by elevator and 2 accessible means of egress.  The purpose of the meeting is to address other departments' comments prior to upcoming Planning Commission Hearing.",,
"02/08/2017","2017-001637PRV","Project Review Meetings (PRV)","153-155 Crescent Street","Closed - Informational","153-155 Crescent Street (5745/015); Project Review meeting to discuss the following:  1) review dormers at non-habitable attic with ZA Bulletin 96.2; 2) review 38' limit and opt to lift roof to midpoint of SLP at 38'-0"" limit.  3) Confirm setbacks with apply front setback 5'-0"" to rear; 4) add habitable area behind parking with lightwell and basement level.",,
"02/08/2017","2017-001638PRL","Project Light (PRL)","1818 42ND AVE","Closed","new bay window at the rear of the existing single family dwelling meeting section 136(c)(2). please note notice is not required in this case as it is exempted from notice per section 311.No exterior changes are proposed at the front per this application.No BBNs or planning code complaints.",,
"02/08/2017","2017-001639PRV","Project Review Meetings (PRV)","1300 Columbus Avenue","Under Review","1300 Columbus Avenue (0023/005); Project Review meeting to discuss an expansion of an existing hotel.",,
"02/08/2017","2017-001640PRL","Project Light (PRL)","274 DAY ST","Closed","Interior remodel of existing 3-unit building; unit sizes remain similar to existing conditions. No change in building footprint.",,
"02/08/2017","2017-001641PRL","Project Light (PRL)","1850 31ST AVE","Closed","Replace 2 front aluminum windows with Milgard Essence windows – Fiberglass wood clad windows – wood interior in this case.No BBns or planning code complaints.",,
"02/08/2017","2017-001642PRL","Project Light (PRL)","51 HAVELOCK ST","Closed","Mechanical upgrade and repair and replacement at police station, replacement of wood gutter with wood or fiberglass to match existing profile, replace windows in kind with wood and replace bulletproof glass windows in kind with no damage to existing historic windows. Roof repair in kind with no work to ceramic roof tile. Upgrade mechanical systems.",,
"02/08/2017","2017-001644PRV","Project Review Meetings (PRV)","23 Midcrest Way","Closed - Informational","23 Midcrest Way (2822/024); Interdepartmental Project Review meeting to discuss constructing a new, three-stories, single-family dwelling on a vacant lot.  Interdepartmental review meeting is required for new construction on seismic hazard zone.  Applicant is seeking advice and approval to continue planning.",,
"02/08/2017","2017-001645ZAV","Zoning Administrator Verification Letter (ZAV)","1370 Mission Street - ZAV Request","Closed - Cancelled","Request for Zoning Verification Letter",,
"02/08/2017","2017-001647PRV","Project Review Meetings (PRV)","8 Rondel Place","Pending Review","8 Rondel Place (3569/052); Interdepartmental Project Review meeting to discuss demolition of a single-story, wood-framed garage and the construction of a three-story, three-bedroom single family residence.  The purpose of the meeting is to discuss a new construction in a seismic hazard zone.",,
"02/08/2017","2017-001648PRL","Project Light (PRL)","15 DOLORES ST","Closed","Replace 6 fire-damaged windows on front facade, in-kind.",,
"02/08/2017","2017-001649PRL","Project Light (PRL)","3272 25TH ST","Closed","Replace all (e) vinyl window with all wood, double-hung windows (14 windows total).",,
"02/08/2017","2017-001650PRL","Project Light (PRL)","834 CORBETT AVE","Closed","Stucco - remove and replace in full - street visibleNo BBNs or planning code complaints.",,
"02/08/2017","2017-001651PRL","Project Light (PRL)","614 28TH AVE","Closed","Replace (e) vinyl windows with aluminum-clad-wood windows on the front facade and wood composite windows on rear facade.",,
"02/08/2017","2017-001652PRL","Project Light (PRL)","30 RANDOLPH ST","Closed","the project proposes the addition of one new dwelling unit - please note the this unit shall not be considered  an ADU in this case - this is a market rate dwelling unit.the unit meets all applicable planning code section for approval and does not trigger public notice in this case.Density - 3 units are allowed in this case. three family dwellingrear yard - 40 feet of lot is providedexposure 40 feet of rear yard is provide din this caseopen space 900 square feet for all dwelling units - please note all dwellings have access tot eh rear yard in this case.bike parking is provided.No expansion to the building per this application.Applicant will reduce the rear potion cover to be no more than 100 square feet in coverage and no taller than 8 feet above grade.Childcare impact fee added per section 414.ANo BBNs or planning code complaints.",,
"02/08/2017","2017-001653PRL","Project Light (PRL)","782 WISCONSIN ST","Closed","Revision to BPA # 2015.0601.7698; adds 12-inch glass decorative architectural feature above 42"" guardrail at 3rd floor  rear deck. Minimally visible from public right-of-way.",,
"02/08/2017","2017-001654PRV","Project Review Meetings (PRV)","4550 Geary Boulevard","Under Review","4550 Geary Boulevard (1441/018);  4801 Geary Boulevard (1532/042-058); 3100 Geary Boulevard (1066/021); 1415 Van Ness Avenue (0666/004); 1600 Van Ness Avenue (0643/018); Department Facilitated Pre-Application Meeting to discuss the name change only from Sleep Train to Mattress Firm.",,
"02/08/2017","2017-001655MIS","Misc. Permits-REF (MIS)","823 Geary Street - Rum & Sugar","Closed - Approved","Entertainment Commission - Limited Live Performance",,
"02/08/2017","2017-001656ZAV","Zoning Administrator Verification Letter (ZAV)","111 Taylor Street - ZAV Request","Closed - Cancelled","Request for Zoning Verification Letter",,
"02/08/2017","2017-001657MIS","Misc. Permits-REF (MIS)","1 Powell Street - AT&T 1 Powell","Closed - Approved","Entertainment Commission - Limited Live Performance",,
"02/08/2017","2017-001658MIS","Misc. Permits-REF (MIS)","219 Jones Street - Yemen Kitchen, Inc.","Closed - Approved","Health - Restaurant",,
"02/08/2017","2017-001660PRL","Project Light (PRL)","1400 QUESADA AVE","Closed","Replace existing roof's wood trim with wood trim, like for like. No preservation review required.",,
"02/08/2017","2017-001661MIS","Misc. Permits-REF (MIS)","399 - 9th Street - The Stud","Closed - Approved","Entertainment Commission - Place of Entertainment, Extended Hours Premises, Mechanical Amusement Device and Billiard Parlor.",,
"02/08/2017","2017-001662ZAV","Zoning Administrator Verification Letter (ZAV)","644 Broadway - ZAV Request","Closed - Issued","Request for Zoning Verification Letter",,
"02/08/2017","2017-001663ENF","Enforcement (ENF)","440 29th Street","Closed - No Violation","over the past two months there have been several publicly advertised performance events at the residential district and affect neighbors with these musical events",,
"02/08/2017","2017-001664MIS","Misc. Permits-REF (MIS)","316 - 11th Street - Audio/Bergerac","Closed - Approved","Entertainment Commission - Extended Hours Premises",,
"02/08/2017","2017-001665MIS","Misc. Permits-REF (MIS)","2109 Clement Street - Delish Dish Ktichen Inc.","Closed - Approved","Health - RestaurantContinued restaurant use permitted in Outer Clement Street NCD per Planning Code Sections 186.1 and 717.44.",,
"02/08/2017","2017-001666ENF","Enforcement (ENF)","GAS building wrapped with ads","Closed - Abated","illegal advertising sign, building is wrapped in advertising",,
"02/08/2017","2017-001667GPR","General Plan Referral (GPR)","755 Ocean Avenue","Under Review","Construction of a bulb-out at the corner of Howth Street and Ocean Avenue, fronting Lick Wilmerding High School at 755 Ocean Avenue, to provide a larger bus stop zone for the school and meet MTA operations criteria.",,
"02/08/2017","2017-001668MIS","Misc. Permits-REF (MIS)","595 Bryant Street - Mestiza Taqueria","Closed - Approved","Health Referral- Recommend Approval per Planning Code Sections 817.31 and 890.104. A restaurant is permitted within the SLI South of Market Zoning District.",,
"02/08/2017","2017-001669PRL","Project Light (PRL)","3180-3184 23RD ST","Closed","replace ten windows at front elevation with aluminum windows, consistent with BPA-8405928.",,
"02/08/2017","2017-001670MIS","Misc. Permits-REF (MIS)","298 Teddy Avenue - Teddy's Market","Closed - Approved","Health - General / Specialty Grocery. Recommend approval. Permitted as a Limited Commercial Use (LCU) as an existing general grocery market, in the RH-1 Zoning District, pursuant to the criteria in Planning Code Sections 186, 182, and 183. Change of ownership / transfer only.",,
"02/08/2017","2017-001671MIS","Misc. Permits-REF (MIS)","968 Valencia Street - Benny Gold","Closed - Approved","Permitted as continuation of existing self-service/fast food restaurant. -LIMITED RESTAURANT",,
"02/08/2017","2017-001672PRL","Project Light (PRL)","272 02ND AVE","Closed","the project proposes four news dormers as shown on plans - please note the approval of this permit does not trigger public notice per the ZA bulletin regarding dormer windows.the application meets ZA bulletin in the following manner - located more than 10 feet from the front façadelocated more than 3 feet from the side property lines the dormers are separated more than 3 feet from one anotherthe dormers are not cresting higher than the pitched roof in this case.Windows will be wood interior aluminum exterior in this case.The attic was already developed in this case  - meets room upNo BBNs or planning code complaints.",,
"02/08/2017","2017-001673CND","Condo-REF (CND)","557 FILLMORE ST","On Hold","E-Condo for 6 Units Condo Conversion",,
"02/08/2017","2017-001674PRL","Project Light (PRL)","374 VALLEY ST","Closed","The project proposes the replacement of two vinyl windows on the upper floor and addition of one window on the lower floor with aluminum clad wood windows.",,
"02/08/2017","2017-001675CND","Condo-REF (CND)","2797 BRYANT ST","Closed - Approved","E-Condo for 2 Units Condo Conversion (DPW Lottery Bypass)",,
"02/08/2017","2017-001676PRL","Project Light (PRL)","2570 27TH AVE","Closed","Replace all street facing windows with wood aluminum clad windows with casement and picture operations. No other work.",,
"02/08/2017","2017-001677ENF","Enforcement (ENF)","427 14th Street","Closed - Abated","illegal short-term rental on Airbnb - https://www.airbnb.com/rooms/5932682. Notice of Violation issued. Listing changed to 30 day minimum (host-owner indicated they had instructed Guesthop to only host 30 day stays. Violation penalty fee paid. Violation now abated (resolved)",,
"02/08/2017","2017-001678PRL","Project Light (PRL)","2201 Fillmore","Closed","9.5 sq. ft. projecting sign at corner of building; no other work.",,
"02/08/2017","2017-001679PRL","Project Light (PRL)","992 Valencia St","Closed","Interior T/I and installation of monument power door operator for ADA compliance; no other exterior work.",,
"02/08/2017","2017-001680PRL","Project Light (PRL)","580 HAYES ST","Closed","sign on awning meeting section 607.1less than 24 square feet No BBNs or planning code complaints.",,
"02/08/2017","2017-001681ENF","Enforcement (ENF)","440 29th Street","Closed - Abated","Child care facility in rh-2",,
"02/08/2017","2017-001682PRL","Project Light (PRL)","3070 22ND AVE","Closed","restucco on south facing façade - change out window as shown on plans - please note approved and reviewed by preservation staff -No BBNs or planning code complaints.",,
"02/08/2017","2017-001742PRJ","Project Profile (PRJ)","217 VIRGINIA AVE","Under Review","PROPOSED EXISTING DETACHED 3-CAR GARAGE TO 2 ADU UNIT. ADD UNIT PER ORDINANCE NO. 162.16. UNIT 2 BED AND 1 BATH, UNIT I BED AND 1 BATH. INCLUDED BICYCLE PARKING SPACE.",,
"02/08/2017","2017-001744PRJ","Project Profile (PRJ)","538 36TH AVE","Under Review","LEGALIZATION OF EXISTING RESIDENTIAL UNIT PER ORDINANCE 43-14.",,
"02/08/2017","2017-001754PRJ","Project Profile (PRJ)","1 JONES STREET","Application Accepted","ADD SIDEWALK HC LIFT TO EXTERIOR ROTUNDA.",,
"02/08/2017","2017-001755PRJ","Project Profile (PRJ)","1601 FOLSOM ST","Application Accepted","CHANGE OF USE OF FORMER GAS STATION TO RETAIL LIGHTING SHOWROOM. UPGRADE TO SHOWROOM WITH (N) STOREFRONT & DRY ROT REPAIR.",,
"02/08/2017","2017-001756PRJ","Project Profile (PRJ)","1906 MARKET ST","Under Review","CHANGE OF USE/TENANT IMPROVEMENT FROM LAUNDROMAT TO RESTAURANT. DEMO OF (E) LAUNDROMAT, INSTALL (N) KITCHEN, DINING, ACCESSIBLE RESTROOM, (N) LIGHTING, (N) FRONT DOOR, REMOVE (E) EXTERIOR AWNING, NO CHANGE TO SQUARE FOOTAGE",,
"02/08/2017","2017-002546GEN","Generic (GEN)","408/410 Sanchez - 2001.0185Q","Closed - Informational","Record Request",,
"02/07/2017","2011.1306MCM","Monitoring Conditions and Mitigation Measures (MCM)","1634-1690 PINE ST","Monitoring Compliance","1) Merge the six exiting assessor's lots, 2) demolish the existing five industrial/comercial bldgs. on the site and possibly maintain/incorporate some of the existing bldgs. facades into the new project and 3) construct a residential bldg. with some commercial use on the ground floor.  The project  includes two towers that would both be 130 feet in height (from ground elevation).  The project would consist of up to 259 d.u. occupying 218,179 sf and the ground floor commercial area would consist of 4,886 sf.  Three below grade parking levels would contain 262 parking spaces and consist of 82,596 square feet.  The project would consist of a total of 391,256 gross square feet.","1) Merge the six exiting assessor's lots, 2) demolish the existing fiv",
"02/07/2017","2013.1049MCM","Monitoring Conditions and Mitigation Measures (MCM)","950 MARKET ST","Monitoring Compliance","The proposed project is the demolition of five (5) existing structures and construction of a new 12-story, 120' tall mixed-use building that includes 247 dwelling units, a 232 room hotel, approximately 16,050 square feet of retail/restaurant uses and 82 parking spaces located below grade.","The proposed project is the demolition of five (5) existing structures",
"02/07/2017","2013.1238CND","Condo-REF (CND)","1238 SUTTER ST","Closed - Approved","E-Condo: 37 Residential and 2 Commercial Units New Construction Condominium","Demolition of existing retail space; construct a new 9-story mixed-use",
"02/07/2017","2014-000686CND","Condo-REF (CND)","40-44 WOODWARD ST","Closed - Approved","E-Condo: 3 Units New Construction",,
"02/07/2017","2016-001738CUA","Conditional Use Authorization (CUA)","1144-1150 Harrison Street","Under Review","Conditional Use Authorization to permit the large project authorization in Eastern Neighborhoods Mixed Use District  and demolish an existing 2-story building to construct a new 65' tall mixed-use development with 3,000 sf ground floor retail, 381 residential units, 30,580 sf open space, 404 bicycle parking spaces & one level subterranean parking with 200 spaces (including 3 car share spaces).",,
"02/07/2017","2016-001738VAR","Variance (VAR)","1144-1150 Harrison Street","Pending Review","Variance from the Special Bulk and Open Space Requirement to permit the demolition of an existing 2-story building and construction of a new 65' tall mixed-use development with 3,000 sf ground floor retail, 381 residential units, 30,580 sf open space, 404 bicycle parking spaces & one level subterranean parking with 200 spaces (including 3 car share spaces).",,
"02/07/2017","2016-002253ENV","Environmental (ENV)","190 HOLLADAY AVE","Closed - CEQA Clearance Issued","Construct a three-story single-family home on a vacant lot.",,
"02/07/2017","2016-005171DRP-02","Discretionary Review - Public Initiated (DRP)","2921 VALLEJO ST","Pending Review","Discretionary Review Application for BPA 2016.0412.4605. TO ERECT 4 STORIES, 1 BASEMENT, SINGLE FAMILY DWELLING.",,
"02/07/2017","2016-005171DRP-03","Discretionary Review - Public Initiated (DRP)","2921 VALLEJO ST","Pending Review","Discretionary Review Application for BPA 2016.04.12.4605. TO ERECT 4 STORIES, 1 BASEMENT, SINGLE FAMILY DWELLING.",,
"02/07/2017","2016-005171DRP-04","Discretionary Review - Public Initiated (DRP)","2921 VALLEJO ST","Pending Review","Discretionary Review Application for BPA 2016.0412.4605. TO ERECT 4 STORIES, 1 BASEMENT, SINGLE FAMILY DWELLING.",,
"02/07/2017","2016-010640PRJ","Project Profile (PRJ)","545 OAK ST","Application Accepted","Variance from the lot area and rear yard requirements to permit a lot subdivision to create a second lot at Lily Street.",,
"02/07/2017","2016-010640VAR","Variance (VAR)","545 OAK ST","On Hold","Variance from the lot area and rear yard requirements to permit a lot subdivision to create a second lot at Lily Street.",,
"02/07/2017","2016-013248ENV","Environmental (ENV)","2508 Green Street","Under Review","Alterations to an existing four-story single-family home. Horizontal addition at the first through third levels. Add dormer. Excavate to increase habitable space. Interior alterations.",,
"02/07/2017","2016-013554DRP","Discretionary Review - Public Initiated (DRP)","2098 MISSION ST","Closed - Withdrawn","Discretionary Review Application for BPA 2016.10.07.9760. CON ERT (E) INSURANCE OFFICE TO NEW FULL SERVICE RESTAURANT. MECHANICAL UNDER SEPARATE PERMIT.",,
"02/07/2017","2017-001576PRL","Project Light (PRL)","570 ROCKDALE DR","Closed","Replace 3 existing Marvin wood clad windows in kind visible to street.",,
"02/07/2017","2017-001577PRL","Project Light (PRL)","1350 MASONIC AVE","Closed","Remove and replace existing roofing with modified bitumen. Flat roof not seen from street. In-kind replacement.",,
"02/07/2017","2017-001578PRL","Project Light (PRL)","1586 35TH AVE","Closed","Remove and replace existing roofing with modified bitumen. Flat roof not seen from street. In-kind replacement.",,
"02/07/2017","2017-001579PRL","Project Light (PRL)","1998 BROADWAY","Closed","Replace glass door on ground floor in-kind. No other work.",,
